eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
111.2,-245.82095974000003,0.9961505949031562,1262,33300,4.522289752960205,-0.8655350208282471,666000,0.05155528336763382
111.08,-245.55265592,0.9982140503125265,1262,33400,4.521646499633789,-0.4520149230957031,668000,0.012205029837787151
111.02,-246.49609898,0.9980172778014094,1262,33500,4.5226030349731445,0.48890095949172974,670000,0.019822007045149803
111.02,-247.32064681,0.9954608236439526,1262,33600,4.5321364402771,0.6139997839927673,672000,0.036668963730335236
110.53,-248.48605198,0.999329665559344,1262,33700,4.5451273918151855,0.08189934492111206,674000,0.004637490026652813
110.39,-248.82740591000004,-0.004382133483886719,1262,33800,4.564405918121338,-476.4794921875,676000,16408.845703125
110.0,-249.82982595000004,0.9983427094994113,1262,33900,4.571595191955566,-0.4982221722602844,678000,0.01494319923222065
109.55,-251.17043825000002,-0.003373265266418457,1262,34000,4.589247226715088,-593.4878540039062,680000,19585.98046875
109.37,-251.74324764000002,0.00011014938354492188,1263,34100,4.587200164794922,25.462203979492188,682000,41.28696823120117
109.24,-252.42245861000004,0.9971347688697278,1263,34200,4.631256580352783,0.4372757375240326,684000,0.3587062358856201
109.32,-252.85180247,0.9964113507885486,1263,34300,4.613946437835693,0.939038872718811,686000,0.05863497406244278
109.65,-252.25177486000004,0.9997628661658382,1263,34400,4.606961727142334,-0.2417403757572174,688000,0.0029417816549539566
110.46,-250.23666599000003,0.9893793258816004,1263,34500,4.597751617431641,0.4498669505119324,690000,0.045352887362241745
110.61,-249.07880525000002,0.9986071265302598,1263,34600,4.577840328216553,0.25277677178382874,692000,0.008965865708887577
111.11,-247.93136889,0.9855834674090147,1263,34700,4.569519519805908,-1.8197270631790161,694000,2.327303886413574
111.19,-246.99552573000005,0.9967548588756472,1264,34800,4.576019763946533,-0.5103985071182251,696000,0.429417222738266
111.45,-246.31448022999996,-0.00012195110321044922,1263,34900,4.585478782653809,-224.4705047607422,698000,7900.70703125
111.45,-246.24673375000003,-9.918212890625e-05,1264,35000,4.595070838928223,-240.31356811523438,700000,8650.734375
111.76,-246.12419204000003,-0.00015163421630859375,1264,35100,4.588699817657471,-227.9774932861328,702000,8642.2158203125
112.43,-245.29859963999996,0.9926286684349179,1264,35200,4.600895404815674,0.6340391039848328,704000,0.04935837164521217
112.72,-244.87199052,0.8888620585203171,1264,35300,4.597559452056885,13.366127967834473,706000,9.120028495788574
112.85,-244.49340733999998,0.9973484510555863,1264,35400,4.608783721923828,0.07388734817504883,708000,0.0168896596878767
113.27,-242.95964598999998,-3.540515899658203e-05,1263,35500,4.598937034606934,-121.92753601074219,710000,4987.21240234375
113.67,-241.68986248000002,0.9995593542698771,1264,35600,4.5727643966674805,-0.3771863281726837,712000,0.007032130844891071
114.09,-239.98321536,0.052326083183288574,1264,35700,4.5852742195129395,43.81515884399414,714000,122.07999420166016
114.19,-238.8699052,0.9985983693040907,1264,35800,4.5928449630737305,0.1436161994934082,716000,0.005712633021175861
114.9,-236.64978127999998,0.9992599774850532,1264,35900,4.599438667297363,0.34263545274734497,718000,0.010348528623580933
115.24,-235.56891891999996,0.9923572200350463,1264,36000,4.601622104644775,1.3956232070922852,720000,0.149907186627388
115.77,-234.09282453999995,0.9718308951705694,1264,36100,4.588957786560059,0.028433267027139664,722000,0.1531279981136322
116.36,-232.26820645999996,0.9843747094273567,1264,36200,4.5834126472473145,-2.6477317810058594,724000,0.4159179627895355
117.47,-230.75541694000003,0.9829966966062784,1265,36300,4.605571269989014,0.7496017813682556,726000,0.06289394199848175
117.65,-230.01154262999998,0.9986483185784891,1265,36400,4.637721061706543,0.054705891758203506,728000,0.0035298489965498447
118.47,-228.83683927000004,0.8623989671468735,1265,36500,4.635910987854004,11.02573013305664,730000,6.510988712310791
119.2,-227.41503683,0.9946327018551528,1265,36600,4.616372108459473,1.2232872247695923,732000,0.08637991547584534
119.44,-227.33424229,0.8996426686644554,1265,36700,4.623946189880371,-13.74360179901123,734000,26.316604614257812
119.63,-227.31099871000004,0.00020331144332885742,1265,36800,4.621582984924316,-209.6615753173828,736000,6823.74462890625
119.42,-226.75047766000003,0.5567580759525299,1265,36900,4.575101375579834,15.081116676330566,738000,12.370012283325195
119.97,-226.10352945000002,0.9993282446521334,1265,37000,4.589695453643799,0.3304280936717987,740000,0.008426310494542122
119.67,-226.47072040999998,0.00024265050888061523,1265,37100,4.59224796295166,-51.14133071899414,742000,2434.48291015625
119.92,-226.27011799000005,0.9940024740062654,1265,37200,4.623429775238037,0.0073899924755096436,744000,0.010232949629426003
120.34,-225.54899441999999,0.7617448717355728,1265,37300,4.636359214782715,11.500508308410645,746000,7.841355800628662
120.75,-225.3483583,0.9976435580756515,1265,37400,4.636961460113525,0.1559167504310608,748000,0.0060659125447273254
120.75,-226.03903489,0.9590638913214207,1265,37500,4.645278453826904,-10.835869789123535,750000,10.186210632324219
120.6,-226.11472524000004,0.0002675056457519531,1265,37600,4.635034084320068,-130.02542114257812,752000,4968.46630859375
120.8,-226.34014392999998,0.9503983855247498,1265,37700,4.604931831359863,1.5511711835861206,754000,0.1723756045103073
121.2,-226.32666112999993,0.98791285417974,1265,37800,4.601317882537842,-0.6234540343284607,756000,0.04290900379419327
120.82,-227.14858773,-1.1920928955078125e-06,1265,37900,4.628259658813477,17.28144645690918,758000,17.715417861938477
121.0,-227.69460782,0.9945172583684325,1265,38000,4.62522029876709,-1.2236595153808594,760000,0.0746336430311203
120.94,-228.31526222,0.99855749506969,1265,38100,4.625350475311279,0.061118923127651215,762000,0.003579408396035433
120.58,-229.77843508,0.9963176180608571,1265,38200,4.617061614990234,-0.7894397974014282,764000,0.035773251205682755
120.02,-231.4232053,0.9894799925386906,1265,38300,4.624220848083496,-0.5352137684822083,766000,0.025016900151968002
120.33,-231.08899638999995,0.972157696262002,1265,38400,4.643399715423584,2.153825283050537,768000,0.2824801206588745
120.8,-230.41341828999998,0.9996013407362625,1265,38500,4.659597396850586,0.05850747600197792,770000,0.0013427681988105178
120.76,-229.62853836000002,0.9085813760757446,1265,38600,4.68453311920166,9.874312400817871,772000,5.190103054046631
122.36,-227.75252220000002,0.9877857938408852,1265,38700,4.697639465332031,-0.43082356452941895,774000,0.03130476921796799
123.02,-226.06474548999998,0.01149517297744751,1265,38800,4.699522972106934,-676.3877563476562,776000,21791.09375
123.86,-223.59946439000004,-9.5367431640625e-06,1265,38900,4.665990829467773,17.428876876831055,778000,16.5869197845459
123.98,-220.99194612,0.7567260712385178,1265,39000,4.614002227783203,7.179085731506348,780000,6.121930122375488
123.69,-221.22792783999998,0.9972298513166606,1265,39100,4.584832191467285,-0.10814476013183594,782000,0.004692145623266697
123.96,-221.22937905999996,0.9933007420040667,1265,39200,4.592168807983398,-0.9196159243583679,784000,0.060761190950870514
123.31,-221.55164097,0.0154380202293396,1265,39300,4.624752998352051,-229.02354431152344,786000,8304.5732421875
123.45,-220.91318486,0.007291674613952637,1266,39400,4.61765193939209,-69.07452392578125,788000,2564.76708984375
123.52,-219.90432091,-0.004875659942626953,1266,39500,4.615302085876465,14.354853630065918,790000,13.47300910949707
123.6,-221.55178126,-7.637886047363281,1266,39600,4.6278886795043945,20.551475524902344,792000,47.704124450683594
123.25,-222.18558996999997,0.02914375066757202,1266,39700,4.622321128845215,-547.1224975585938,794000,18345.529296875
123.05,-222.01097412,0.9169755205512047,1266,39800,4.615830898284912,-9.784643173217773,796000,14.071783065795898
123.43,-221.46900870000002,-3.5393571853637695,1266,39900,4.569629669189453,39.693321228027344,798000,97.6827392578125
123.33,-221.68293096999997,0.9768221322447062,1266,40000,4.56170654296875,-0.24801409244537354,800000,0.025335628539323807
122.86,-223.51227275000002,0.9840219635516405,1266,40100,4.58652925491333,-1.853898525238037,802000,0.19951876997947693
122.97,-224.05798351,0.04114490747451782,1266,40200,4.618247032165527,-430.42156982421875,804000,13274.4091796875
122.85,-225.04857557,0.9988524521468207,1266,40300,4.606155872344971,0.44003310799598694,806000,0.013302152045071125
123.08,-226.22983564999996,0.9954186202958226,1266,40400,4.623157978057861,0.9853550791740417,808000,0.0678563043475151
122.34,-228.41341374,0.998907785047777,1266,40500,4.607998847961426,0.0895361676812172,810000,0.0026328484527766705
121.59,-230.71392703,-0.014434218406677246,1266,40600,4.623992919921875,18.519636154174805,812000,18.264623641967773
120.66,-232.82880866,0.8910603523254395,1266,40700,4.626982688903809,-26.716442108154297,814000,47.61724853515625
119.87,-234.51351153000005,0.008349597454071045,1266,40800,4.6379714012146,-31.29234504699707,816000,1339.490478515625
119.72,-235.30381125999997,0.716306060552597,1266,40900,4.654112339019775,-9.728384971618652,818000,6.350072383880615
118.68,-236.77287314999995,0.9921876299194992,1266,41000,4.654155731201172,-1.8096809387207031,820000,0.197955921292305
118.22,-237.58162818000005,0.2914854884147644,1266,41100,4.657754421234131,-679.12451171875,822000,22002.546875
117.71,-238.47177880000004,0.020787298679351807,1266,41200,4.660024166107178,-102.02275085449219,824000,3812.043701171875
117.54,-239.2605698,0.8885238543152809,1266,41300,4.6450934410095215,-23.887535095214844,826000,58.09943389892578
117.02,-240.30833689000008,0.9989869592245668,1266,41400,4.658411026000977,-0.8917754292488098,828000,0.03771643713116646
116.39,-241.79186904000002,0.027764320373535156,1266,41500,4.677486419677734,-52.90104675292969,830000,2629.8173828125
115.87,-242.60036067000001,0.7915704548358917,1266,41600,4.656301021575928,19.715579986572266,832000,28.88409423828125
115.72,-242.80234532999998,0.9975229257252067,1265,41700,4.645608901977539,-0.7594043016433716,834000,0.029757359996438026
115.88,-242.62905755000003,0.9913816303014755,1265,41800,4.64306116104126,-2.287630558013916,836000,0.2855324149131775
115.87,-242.15246568000003,0.9800812155008316,1266,41900,4.6178364753723145,-1.7870538234710693,838000,0.2447642832994461
115.74,-241.30950984000003,0.8960849195718765,1266,42000,4.603922367095947,10.772699356079102,840000,10.832524299621582
115.94,-240.35304901999996,0.9978182995691895,1265,42100,4.645752906799316,-0.11265631765127182,842000,0.010038924403488636
116.13,-239.70399842000003,0.9539002776145935,1265,42200,4.6465911865234375,1.7364966869354248,844000,0.4342918395996094
116.13,-238.99725413,0.988265604712069,1266,42300,4.65819787979126,-0.669425904750824,846000,0.10391050577163696
116.29,-238.71773735000005,-0.7388201951980591,1266,42400,4.661780834197998,47.70716094970703,848000,114.6947250366211
116.19,-238.10672637,0.12434971332550049,1265,42500,4.658577919006348,-326.8210754394531,850000,10400.515625
116.99,-236.83520183000002,-5.194563388824463,1265,42600,4.655437469482422,73.46676635742188,852000,268.4048767089844
117.03,-236.39658511999997,0.05372422933578491,1265,42700,4.681305408477783,-170.3717803955078,854000,5823.34326171875
117.05,-236.17382410000002,0.8952114582061768,1265,42800,4.703514575958252,-18.476993560791016,856000,26.365070343017578
116.79,-236.74433544,0.9972861625719815,1265,42900,4.684727191925049,-1.6914916038513184,858000,0.13859546184539795
116.64,-236.51153295999995,0.9658801779150963,1264,43000,4.67584753036499,1.671522617340088,860000,0.3875695466995239
116.0,-237.56205665000002,0.9709176234900951,1264,43100,4.659411907196045,2.2544338703155518,862000,1.3849098682403564
115.58,-238.24315124999998,0.9615283347666264,1264,43200,4.655142784118652,3.7324700355529785,864000,0.962313175201416
115.41,-238.14135507999995,0.19728004932403564,1264,43300,4.654195785522461,-354.91693115234375,866000,10808.072265625
115.38,-237.78612878,-0.012493014335632324,1264,43400,4.642788887023926,20.1907958984375,868000,23.261690139770508
115.19,-237.85632506000002,0.9774436037987471,1264,43500,4.625908851623535,-1.9527779817581177,870000,0.30328038334846497
114.87,-237.99227717999997,-0.0018513202667236328,1264,43600,4.63083028793335,7.860568523406982,872000,8.301088333129883
114.73,-238.00500112999998,0.9826900195330381,1264,43700,4.655027389526367,3.196305990219116,874000,0.6210819482803345
114.93,-238.35073868,0.1477716565132141,1265,43800,4.639110565185547,-43.95315933227539,876000,2329.833251953125
114.65,-238.85644182,0.9985946178203449,1264,43900,4.621973991394043,-2.9326651096343994,878000,0.4126972258090973
114.14,-239.20448825000003,0.5069321095943451,1264,44000,4.603728771209717,5.991391181945801,880000,6.642037391662598
114.24,-238.97996098000004,0.9074162170290947,1264,44100,4.603425979614258,-10.565338134765625,882000,5.946624279022217
113.87,-239.55652738,0.9965469976887107,1264,44200,4.603504180908203,-1.366012454032898,884000,0.0967988595366478
113.29,-240.14559971999998,0.9996043424180243,1264,44300,4.615522384643555,0.049584582448005676,886000,0.0026522648986428976
113.42,-239.68043730999997,-2.0376551151275635,1264,44400,4.6384477615356445,19.10431480407715,888000,55.3975944519043
112.81,-240.4828333,0.26525068283081055,1264,44500,4.643843650817871,-264.8721008300781,890000,7386.97265625
112.68,-241.04408248,0.9972618075553328,1264,44600,4.650148868560791,0.4013039171695709,892000,0.02566395327448845
113.19,-240.32846025000003,0.33621883392333984,1264,44700,4.6414055824279785,-68.85908508300781,894000,234.8452606201172
113.6,-239.80174123,0.9958664481528103,1265,44800,4.656848430633545,0.15017591416835785,896000,0.021031692624092102
113.59,-239.44862722999997,0.259114146232605,1265,44900,4.642305850982666,-193.9337158203125,898000,6389.64794921875
113.55,-238.99071050000003,0.9499302171170712,1265,45000,4.693520545959473,5.896214962005615,900000,1.9642289876937866
113.6,-238.67310830999998,0.9959309622645378,1265,45100,4.7407379150390625,-7.0121564865112305,902000,2.1606526374816895
113.28,-238.91441164,0.9901904119178653,1265,45200,4.739500999450684,-0.9271469712257385,904000,0.07726134359836578
112.63,-240.08991212999993,0.9981201207265258,1265,45300,4.718090534210205,-0.09100664407014847,906000,0.017071854323148727
111.93,-241.53786692999998,0.9994341255514883,1265,45400,4.709556579589844,-0.49910375475883484,908000,0.012681027874350548
111.68,-241.97845355000004,0.9107617735862732,1265,45500,4.688785552978516,-6.5376152992248535,910000,5.490347862243652
111.54,-242.43284025,0.8365930318832397,1265,45600,4.672605991363525,-12.525079727172852,912000,15.335665702819824
111.48,-242.76381546999997,0.7516525685787201,1265,45700,4.651512622833252,-7.22743558883667,914000,7.145948886871338
111.48,-242.71391025,0.4389423131942749,1265,45800,4.645417213439941,6.430992126464844,916000,7.045422554016113
111.33,-242.70947030000002,0.9868535781279206,1265,45900,4.6463398933410645,0.052246157079935074,918000,0.18009015917778015
111.54,-242.28920118000002,-1.5736725330352783,1265,46000,4.595056533813477,-2.4370577335357666,920000,47.588802337646484
111.71,-241.86290006,0.9780246261507273,1264,46100,4.596133708953857,-0.7769084572792053,922000,0.24597716331481934
111.95,-241.34656878,0.996913697803393,1264,46200,4.5840911865234375,0.012620240449905396,924000,0.01812589168548584
111.93,-240.97523902,0.9990837527438998,1264,46300,4.59342622756958,-0.015762541443109512,926000,0.0051500070840120316
111.97,-240.43331634999998,0.994968612678349,1264,46400,4.553872108459473,0.8344416618347168,928000,0.0705924779176712
111.93,-239.69013403,0.9971185040194541,1264,46500,4.560006618499756,-1.2037582397460938,930000,0.07670494168996811
111.51,-240.32369678000003,0.9955510799773037,1264,46600,4.562896251678467,0.5369440317153931,932000,0.04297605901956558
111.34,-240.51152235,0.12416321039199829,1264,46700,4.588859558105469,8.092510223388672,934000,6.4003777503967285
111.21,-240.89671006999998,-2.4712963104248047,1264,46800,4.586719036102295,16.866369247436523,936000,20.84013557434082
111.26,-241.06485856,0.6897439956665039,1264,46900,4.592915058135986,-2.3797719478607178,938000,2.6006669998168945
111.14,-241.15339927999997,0.994650433305651,1264,47000,4.612260818481445,-2.963059425354004,940000,0.42256250977516174
110.74,-242.05570813999998,0.9582983255386353,1263,47100,4.609888076782227,4.117570877075195,942000,1.4850420951843262
110.21,-242.98699116999995,0.4298431873321533,1263,47200,4.629027366638184,-150.09210205078125,944000,4247.59521484375
110.19,-243.14849168,-2.6499786376953125,1263,47300,4.64528751373291,25.793899536132812,946000,51.35969924926758
110.02,-243.31024671,-0.0058792829513549805,1263,47400,4.636933326721191,19.441946029663086,948000,24.368215560913086
110.39,-242.65858713999998,-0.16819500923156738,1263,47500,4.6328558921813965,20.50899314880371,950000,26.10186767578125
110.43,-242.33291096999997,0.8283935785293579,1263,47600,4.617609977722168,1.3282886743545532,952000,1.0078113079071045
110.35,-242.34203361,0.9950769348070025,1263,47700,4.614446640014648,0.21900855004787445,954000,0.055410005152225494
109.93,-242.9521659,0.43429213762283325,1263,47800,4.597522258758545,-106.30620574951172,956000,3574.513671875
109.58,-243.79463033000005,0.9973277831450105,1264,47900,4.601543426513672,-0.3819141387939453,958000,0.029847070574760437
109.32,-244.32623605,0.9366276860237122,1264,48000,4.584567070007324,4.916929244995117,960000,2.2680039405822754
109.14,-244.58520266000002,0.38917362689971924,1264,48100,4.600342273712158,-109.30426788330078,962000,3814.02392578125
109.16,-244.70887995999993,-0.03237879276275635,1264,48200,4.598297595977783,-4.6038713455200195,964000,8.225875854492188
109.26,-244.61569343000008,0.993446328677237,1264,48300,4.590831756591797,-3.0652897357940674,966000,0.5714995861053467
109.1,-244.80572425000003,0.46962785720825195,1264,48400,4.599128723144531,-301.4852600097656,968000,7638.17041015625
109.18,-244.00798433,0.992319589946419,1264,48500,4.613049507141113,-1.2072182893753052,970000,0.13253401219844818
108.71,-244.66888333999998,0.5357389748096466,1264,48600,4.605412006378174,-116.84630584716797,972000,3389.674560546875
108.51,-244.94618088,0.9939570184797049,1264,48700,4.61869478225708,-1.6134923696517944,974000,0.16639652848243713
108.79,-244.36045261999996,0.9916793704032898,1264,48800,4.62755012512207,-0.030831126496195793,976000,0.08942018449306488
108.88,-244.33274626999994,-0.24038612842559814,1264,48900,4.624357223510742,-524.9415893554688,978000,14364.783203125
108.77,-244.68670219,0.2623974084854126,1264,49000,4.631608486175537,44.86708450317383,980000,177.48269653320312
108.87,-244.55315215,0.5529175996780396,1264,49100,4.606657981872559,-123.98091888427734,982000,703.90478515625
109.0,-244.50570744999996,0.28289908170700073,1264,49200,4.593620777130127,0.020127195864915848,984000,1001.9755859375
109.0,-244.85706879999998,0.9958080812357366,1264,49300,4.611195087432861,-2.0623679161071777,986000,0.23809289932250977
108.89,-244.75951733000002,0.9339644759893417,1264,49400,4.627419471740723,-9.188716888427734,988000,5.573200225830078
108.84,-244.45081520999997,-1.0095787048339844,1264,49500,4.637476921081543,-16.65751075744629,990000,22.509769439697266
108.89,-244.07998367000005,0.9887846950441599,1264,49600,4.633707046508789,-1.3219215869903564,992000,0.23660632967948914
109.25,-243.20456957000002,0.8681776523590088,1264,49700,4.634730339050293,-5.087955474853516,994000,3.890150547027588
109.17,-242.61547949000004,-3.6143999099731445,1264,49800,4.625698566436768,26.730693817138672,996000,60.906883239746094
109.08,-242.86852792999997,0.9802926518023014,1264,49900,4.635193824768066,0.21479377150535583,998000,0.2526133358478546
109.13,-242.77607855000002,0.9079843088984489,1264,50000,4.634214878082275,-12.751704216003418,1000000,10.351011276245117
